cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord_uid_000540,sha_0000021c,PubMed,Elderly Outbreak: A respiratory Study,10.1000/000540,,227338,custom,This study investigates coronavirus in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1044 patients.,2021-07-14,"Davis, G.",Cell,,,,,pmc_000540.json,,
cord_uid_000541,sha_0000021d,WHO,Lockdown Covid-19 Coronavirus: A epidemiology Study,10.1000/000541,PMC0000541,275660,cc-by,This study investigates transmission in relation to epidemiology. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1363 patients.,2020-12-22,"Moore, Q.; Miller, F.; Thomas, O.; Lopez, K.; Smith, J.",Nature Medicine,mag_00000541,cov_000541,,,pmc_000541.json,,s2_00000541
cord_uid_000542,sha_0000021e,WHO,Testing Immunity Asymptomatic: A respiratory Study,10.1000/000542,PMC0000542,,cc0,This study investigates variant in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 348 patients.,2022-09-08,"Miller, F.; Smith, J.; Lopez, K.; Jackson, R.",Nature Medicine,mag_00000542,cov_000542,,,,https://example.com/paper/542,s2_00000542
cord_uid_000543,sha_0000021f,WHO,Sars-Cov-2 Asymptomatic Hospitalization: A diagnosis Study,10.1000/000543,PMC0000543,,custom,This study investigates elderly in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 368 patients.,2020-08-02,"Johnson, A.",Science,mag_00000543,,,pdf_000543.json,,,
cord_uid_000544,sha_00000220,WHO,Coronavirus Vaccine Icu: A long-term effects Study,10.1000/000544,,,cc-by-nc,This study investigates outbreak in relation to long-term effects. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 978 patients.,2020-12-13,"Rodriguez, H.",Virology,mag_00000544,cov_000544,arXiv:2002.9993,pdf_000544.json,pmc_000544.json,https://example.com/paper/544,s2_00000544
cord_uid_000545,,PubMed,Immunity: A neurological Study,10.1000/000545,,525709,cc0,,2021-08-01,"Rodriguez, H.; Johnson, A.; Jones, D.",JAMA,,cov_000545,arXiv:2007.2343,,,https://example.com/paper/545,s2_00000545
cord_uid_000546,sha_00000222,Custom,Covid-19 Ventilator Mortality: A cardiovascular Study,10.1000/000546,PMC0000546,,custom,This study investigates vaccine in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4225 patients.,2020-06-30,"Wilson, M.; Smith, J.",NEJM,mag_00000546,,arXiv:2009.6640,,pmc_000546.json,https://example.com/paper/546,
cord_uid_000547,sha_00000223,WHO,Outbreak: A gastrointestinal Study,10.1000/000547,PMC0000547,,cc0,This study investigates pandemic in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 2138 patients.,2021-06-04,"Thomas, O.; Smith, J.; Brown, C.; Gonzalez, L.; Miller, F.",NEJM,mag_00000547,cov_000547,,pdf_000547.json,,,s2_00000547
cord_uid_000548,sha_00000224,WHO,Mortality Pandemic Covid-19: A risk factors Study,10.1000/000548,PMC0000548,,cc-by,This study investigates pandemic in relation to risk factors. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 3712 patients.,2019-12-06,"Jones, D.; Brown, C.",NEJM,,,,pdf_000548.json,,https://example.com/paper/548,
cord_uid_000549,sha_00000225,PMC,Covid-19 Antibody: A complications Study,10.1000/000549,PMC0000549,,custom,This study investigates transmission in relation to complications. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 3808 patients.,2020-03-10,"Martinez, I.; Miller, F.; Wilson, M.; Brown, C.; Martin, S.",BMJ,,,,pdf_000549.json,pmc_000549.json,https://example.com/paper/549,
cord_uid_000550,,PubMed,Testing: A dermatological Study,,PMC0000550,425286,custom,This study investigates vaccine in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 4030 patients.,2022-08-10,"Davis, G.; Moore, Q.; Taylor, P.; Jones, D.",Nature,,cov_000550,,pdf_000550.json,,,s2_00000550
cord_uid_000551,sha_00000227,PMC,Ventilator: A recovery Study,10.1000/000551,PMC0000551,,cc-by,This study investigates COVID-19 in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 2731 patients.,2022-11-20,"Wilson, M.; Jackson, R.; Hernandez, J.; Smith, J.; Thomas, O.",Lancet Infectious Diseases,,cov_000551,,,,https://example.com/paper/551,
cord_uid_000552,,PubMed,Sars-Cov-2 Asymptomatic: A prognosis Study,10.1000/000552,,874494,cc0,This study investigates ventilator in relation to prognosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2781 patients.,2021-04-15,"Davis, G.; Wilson, M.; Moore, Q.; Smith, J.",Science,mag_00000552,cov_000552,,,pmc_000552.json,,
cord_uid_000553,sha_00000229,Custom,Comorbidity: A risk factors Study,10.1000/000553,PMC0000553,146316,custom,This study investigates pandemic in relation to risk factors. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4872 patients.,2021-05-09,"Miller, F.; Williams, B.; Hernandez, J.; Davis, G.",Clinical Infectious Diseases,,,,pdf_000553.json,pmc_000553.json,https://example.com/paper/553,s2_00000553
cord_uid_000554,sha_0000022a,WHO,Pandemic Coronavirus: A recovery Study,,PMC0000554,699475,cc0,This study investigates comorbidity in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2324 patients.,2022-03-23,"Wilson, M.",Lancet Infectious Diseases,,,,pdf_000554.json,pmc_000554.json,,
cord_uid_000555,sha_0000022b,PMC,Testing Sars-Cov-2: A respiratory Study,10.1000/000555,PMC0000555,974113,cc-by,This study investigates testing in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 1151 patients.,2020-08-28,"Brown, C.",Scientific Reports,,,,,pmc_000555.json,https://example.com/paper/555,
cord_uid_000556,sha_0000022c,Custom,Coronavirus: A pathogenesis Study,10.1000/000556,PMC0000556,446081,custom,This study investigates antibody in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1928 patients.,2020-10-18,"Rodriguez, H.; Taylor, P.",The Lancet,mag_00000556,,,,,,s2_00000556
cord_uid_000557,sha_0000022d,PubMed,Asymptomatic Lockdown: A long-term effects Study,10.1000/000557,,998813,cc0,This study investigates mortality in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 1657 patients.,2022-05-30,"Martinez, I.; Gonzalez, L.; Moore, Q.; Anderson, N.",Cell,,cov_000557,,pdf_000557.json,,https://example.com/paper/557,
cord_uid_000558,sha_0000022e,Custom,Hospitalization: A dermatological Study,10.1000/000558,,,cc-by,This study investigates SARS-CoV-2 in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 4503 patients.,2021-03-19,"Davis, G.",Nature,,cov_000558,,pdf_000558.json,,https://example.com/paper/558,
cord_uid_000559,sha_0000022f,PubMed,Antibody: A cardiovascular Study,10.1000/000559,PMC0000559,187696,cc-by-nc,This study investigates elderly in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2686 patients.,2022-05-24,"Garcia, E.; Rodriguez, H.; Hernandez, J.; Smith, J.",The Lancet,mag_00000559,cov_000559,,,,https://example.com/paper/559,
cord_uid_000560,,WHO,Variant Sars-Cov-2 Covid-19: A cardiovascular Study,10.1000/000560,PMC0000560,599938,cc-by-nc,This study investigates vaccine in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 3155 patients.,2022-12-08,"Taylor, P.",Scientific Reports,mag_00000560,cov_000560,,pdf_000560.json,,https://example.com/paper/560,
cord_uid_000561,sha_00000231,WHO,Sars-Cov-2 Icu: A risk factors Study,,PMC0000561,,cc-by,This study investigates testing in relation to risk factors. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 4958 patients.,2022-01-16,"Smith, J.",PLOS ONE,,,,pdf_000561.json,,https://example.com/paper/561,
cord_uid_000562,sha_00000232,PMC,Social Distancing Transmission: A neurological Study,10.1000/000562,PMC0000562,,cc-by,This study investigates comorbidity in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 393 patients.,2020-03-10,"Johnson, A.; Thomas, O.; Martin, S.; Wilson, M.; Miller, F.",The Lancet,,,,,,https://example.com/paper/562,
cord_uid_000563,sha_00000233,CDC,Covid-19 Lockdown Comorbidity: A gastrointestinal Study,10.1000/000563,,248374,custom,This study investigates transmission in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 4133 patients.,2022-11-18,"Taylor, P.; Miller, F.",Nature Medicine,mag_00000563,cov_000563,,pdf_000563.json,,,
cord_uid_000564,sha_00000234,PubMed,Antibody: A neurological Study,10.1000/000564,PMC0000564,,cc-by-nc,This study investigates vaccine in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4378 patients.,2020-01-12,,Journal of Medical Virology,,cov_000564,,pdf_000564.json,pmc_000564.json,,
cord_uid_000565,,Custom,Mortality Covid-19: A respiratory Study,,,643945,cc-by,This study investigates coronavirus in relation to respiratory. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2570 patients.,2020-12-17,,Virology,mag_00000565,,arXiv:2014.2008,pdf_000565.json,,,s2_00000565
cord_uid_000566,,PMC,Mortality: A dermatological Study,10.1000/000566,PMC0000566,925620,cc0,This study investigates mortality in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1641 patients.,2021-07-19,"Rodriguez, H.; Jackson, R.; Hernandez, J.; Brown, C.; Gonzalez, L.",Cell,,cov_000566,,,,https://example.com/paper/566,
cord_uid_000567,sha_00000237,Custom,Sars-Cov-2: A dermatological Study,,PMC0000567,916749,cc0,This study investigates antibody in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 679 patients.,2021-09-22,"Martin, S.",Nature,mag_00000567,,,pdf_000567.json,,,
cord_uid_000568,sha_00000238,WHO,Outbreak: A recovery Study,10.1000/000568,PMC0000568,813158,cc-by,This study investigates COVID-19 in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3140 patients.,2022-12-30,"Thomas, O.; Martin, S.; Rodriguez, H.",PLOS ONE,,cov_000568,,,,,
cord_uid_000569,sha_00000239,PMC,Comorbidity Social Distancing Pandemic: A recovery Study,10.1000/000569,PMC0000569,,custom,This study investigates social distancing in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 3302 patients.,2022-11-12,"Thomas, O.; Hernandez, J.; Smith, J.; Jones, D.; Wilson, M.",JAMA,,,,pdf_000569.json,,https://example.com/paper/569,
cord_uid_000570,sha_0000023a,PubMed,Antibody Sars-Cov-2 Variant: A respiratory Study,,,,cc0,This study investigates COVID-19 in relation to respiratory. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4083 patients.,2022-10-30,"Wilson, M.; Martin, S.; Johnson, A.; Taylor, P.",Cell,mag_00000570,,,pdf_000570.json,pmc_000570.json,https://example.com/paper/570,
cord_uid_000571,sha_0000023b,CDC,Asymptomatic: A cardiovascular Study,10.1000/000571,PMC0000571,688640,cc-by,This study investigates mortality in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1840 patients.,2022-06-21,"Hernandez, J.; Lopez, K.; Johnson, A.",Nature Medicine,,,,pdf_000571.json,,,s2_00000571
cord_uid_000572,,WHO,Testing Mortality Asymptomatic: A diagnosis Study,10.1000/000572,PMC0000572,,cc0,This study investigates hospitalization in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4557 patients.,2019-12-11,"Jones, D.; Wilson, M.; Johnson, A.; Miller, F.; Davis, G.",Cell,,,,pdf_000572.json,,,
